"DocType:","Generic Drug Name","","","","","","","","","","","","~","Generic Drug Formula Link","preparation","~","Generic Drug Route","route","~","Generic Drug UOM","drug_uom","","~","Generic Name Formulation","generic_name_formulation","","","","","","","","","","","~","Age Weight Band Details","ageweight_band","","","","","","","","","","","","","","","","","~","GCH Standard Guideline Detail","gch_standard_treatment_guideline_detail","","","","","","","~","GCH Standard Guideline Detail","diagnosis","","","","","",""
"Column Labels:","ID","Code","Generic Name","Main Category","Classification","Sub Classification","Is Triage Medication","Is Controlled Drug","Is High Alert","Emergency Medication","Kranium Code","Kranium Name","","ID","Generic Drug Formula","","ID","Drug Route","","ID","Preparation","UOM","","ID","Route","Preparation","Min Dose","Max Dose","UOM","Absolute Max","Frequency","Period Type","Min Duration","Max Duration","Label","","ID","Route","Preparation","A. Operation","Age","Type","W/A. Operation","W. Operation","Min Dose","Max Dose","UOM","Weight","Absolute Max","Frequency","Period","Min Duration","Max Duration","Label","","ID","Formula","Generic Drug Name","Medical code","Diagnosis","Code","Generic Drug","Description","","ID","Formula","Generic Drug Name","Medical code","Diagnosis","Code","Generic Drug","Description"
"Column Name:","name","code","generic_name","main_category","classification","sub_classification","is_triage_medication","is_controlled_drug","is_high_alert","emergency_medication","kranium_code","kranium_name","~","name","generic_drug_formula","~","name","drug_route","~","name","preparation","uom","~","name","route","preparation","minimum_dose","maximum_dose","uom","absolute_maximum","frequency","period_type","min_duration","max_duration","label","~","name","route","preparation","a_operation","age","type","wa_operation","w_operation","min_dose","max_dose","uom","weight","absolute_max","frequency","period","min_duration","max_duration","label","~","name","treatment_option","generic_drug_name","medical_code","standard_treatment","code","generic_drug","description","~","name","treatment_option","generic_drug_name","medical_code","standard_treatment","code","generic_drug","description"
"Mandatory:","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","","Yes","Yes","","Yes","Yes","","Yes","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","No","No"
"Type:","Data","Link","Data","Link","Select","Select","Check","Check","Check","Check","Data","Data","","Data","Link","","Data","Link","","Data","Link","Link","","Data","Link","Link","Float","Float","Link","Float","Int","Select","Int","Int","Data","","Data","Link","Link","Select","Data","Select","Select","Select","Data","Data","Link","Data","Data","Int","Select","Int","Int","Data","","Data","Link","Data","Link","Link","Data","Link","Data","","Data","Link","Data","Link","Link","Data","Link","Data"
"Info:","","Valid Medical Code","","Valid Generic Main Category","","","0 or 1","0 or 1","0 or 1","0 or 1","","","","","Valid Drug Formula","","","Valid Drug Route","","","Valid Drug Formula","Valid UOM","","","Valid Drug Route","Valid Drug Formula","","","Valid UOM","","Integer","One of: Hours, Days, Weeks","Integer","Integer","","","","Valid Drug Route","Valid Drug Formula","One of: Equal to, Less than, Less than or equal to, Greater than, Greater than or equal to","","One of: Days, Weeks, Months, Years","One of: Or, And","One of: Equal to, Less than, Less than or equal to, Greater than, Greater than or equal to","","","Valid UOM","","","Integer","One of: Day, Week, Month, Year","Integer","Integer","","","","Valid Drug Formula","","Valid Medical Code","Valid GCH Standard Treatment Guideline","","Valid Generic Drug Name","","","","Valid Drug Formula","","Valid Medical Code","Valid GCH Standard Treatment Guideline","","Valid Generic Drug Name",""
"Start entering data below this line"
"","""ATC A01AC02 - dexamethasone""","ATC A01AC02","dexamethasone","UploadData","UploadData","",0,0,0,0,"GEN0243","Dexamethasone","","""5464c18641""","UploadData","","""92462a14b2""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D07AB08 - desonide""","ATC D07AB08","desonide","UploadData","UploadData","",0,0,0,0,"GEN0242","Desonide","","""ee01938ba1""","UploadData","","""e3e4ecbf69""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC H01BA02 - desmopressin""","ATC H01BA02","desmopressin","UploadData","UploadData","",0,0,0,0,"GEN0241","Desmopressin","","""0899b1c688""","UploadData","","""70e5275814""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R06AX27 - desloratadine""","ATC R06AX27","desloratadine","UploadData","UploadData","",0,0,0,0,"GEN0240","Desloratadine","","""ee5f42c224""","UploadData","","""6ffd88d47a""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J05AE10 - darunavir""","ATC J05AE10","darunavir","UploadData","UploadData","",0,0,0,0,"GEN0238","Darunavir","","""d060f89998""","UploadData","","""077d3599ec""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D10AX05 - dapsone""","ATC D10AX05","dapsone","UploadData","UploadData","",0,0,0,0,"GEN0237","Dapsone","","""2952bc58d5""","UploadData","","""66fc19e298""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G03XA01 - danazol""","ATC G03XA01","danazol","UploadData","UploadData","",0,0,0,0,"GEN0236","Danazol","","""2f74c6aed9""","UploadData","","""305744e1ad""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01DA01 - dactinomycin""","ATC L01DA01","dactinomycin","UploadData","UploadData","",0,0,0,0,"GEN0235","Dactinomycin","","""6659b17b89""","UploadData","","""f25bd811f6""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01AX04 - dacarbazine""","ATC L01AX04","dacarbazine","UploadData","UploadData","",0,0,0,0,"GEN0234","Dacarbazine","","""736c099071""","UploadData","","""060b179c28""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R06AX02 - cyproheptadine""","ATC R06AX02","cyproheptadine","UploadData","UploadData","",0,0,0,0,"GEN0231","Cyproheptadine","","""c9fea6fe65""","UploadData","","""c92fa8d555""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01AA01 - cyclophosphamide""","ATC L01AA01","cyclophosphamide","UploadData","UploadData","",0,0,0,0,"GEN0230","Cyclophosphamide","","""cd63017837""","UploadData","","""2aaeae90c1""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC S01FA04 - cyclopentolate""","ATC S01FA04","cyclopentolate","UploadData","UploadData","",0,0,0,0,"GEN0229","Cyclopentolate","","""1543884322""","UploadData","","""cfe631b3e9""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC H02AB10 - cortisone""","ATC H02AB10","cortisone","UploadData","UploadData","",0,0,0,0,"GEN0220","Cortisone","","""152bbd282e""","UploadData","","""dd2886c9d5""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC M04AC01 - colchicine""","ATC M04AC01","colchicine","UploadData","UploadData","",0,0,0,0,"GEN0216","Colchicine","","""5f5d12321d""","UploadData","","""8e6a668967""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R05DA04 - codeine""","ATC R05DA04","codeine","UploadData","UploadData","",0,0,0,0,"GEN0215","Codeine","","""49ad932588""","UploadData","","""483421e993""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01CF02 - cloxacillin""","ATC J01CF02","cloxacillin","UploadData","UploadData","",0,0,0,0,"GEN0211","Cloxacillin","","""dfaecedc7f""","UploadData","","""ee116f6ad7""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A01AB18 - clotrimazole""","ATC A01AB18","clotrimazole","UploadData","UploadData","",0,0,0,0,"GEN0205","Clotrimazole","","""79ab5c3e63""","UploadData","","""732dc994c8""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC B01AC04 - clopidogrel""","ATC B01AC04","clopidogrel","UploadData","UploadData","",0,0,0,0,"GEN0203","Clopidogrel","","""bf52208e76""","UploadData","","""06fcbccd55""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C02AC01 - clonidine""","ATC C02AC01","clonidine","UploadData","UploadData","",0,0,0,0,"GEN0202","CloNIDine","","""8da80db6e2""","UploadData","","""7f2e02de8e""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N03AE01 - clonazepam""","ATC N03AE01","clonazepam","UploadData","UploadData","",0,0,0,0,"GEN0201","ClonazePAM","","""7de3c14874""","UploadData","","""f1bd3c7cbc""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N06AA04 - clomipramine""","ATC N06AA04","clomipramine","UploadData","UploadData","",0,0,0,0,"GEN0200","ClomiPRAMINE","","""cfb767bf02""","UploadData","","""51a984d669""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D07AB01 - clobetasone""","ATC D07AB01","clobetasone","UploadData","UploadData","",0,0,0,0,"GEN0198","Clobetasone","","""c84b0ccdac""","UploadData","","""c8a761a5f0""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D10AF01 - clindamycin""","ATC D10AF01","clindamycin","UploadData","UploadData","",0,0,0,0,"GEN0193","Clindamycin","","""3fcced0d06""","UploadData","","""d5adc4136a""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01FA09 - clarithromycin""","ATC J01FA09","clarithromycin","UploadData","UploadData","",0,0,0,0,"GEN0192","Clarithromycin","","""a9b77753e5""","UploadData","","""08979c40f1""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N06AB04 - citalopram""","ATC N06AB04","citalopram","UploadData","UploadData","",0,0,0,0,"GEN0191","Citalopram","","""ebaae5fa3d""","UploadData","","""c9bab8b841""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01XA01 - cisplatin""","ATC L01XA01","cisplatin","UploadData","UploadData","",0,0,0,0,"GEN0189","CISplatin","","""fcc8db834d""","UploadData","","""554e05bc5e""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC M03AC11 - cisatracurium""","ATC M03AC11","cisatracurium","UploadData","UploadData","",0,0,0,0,"GEN0188","Cisatracurium","","""a195f9a69a""","UploadData","","""046e461b84""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01MA02 - ciprofloxacin""","ATC J01MA02","ciprofloxacin","UploadData","UploadData","",0,0,0,0,"GEN0186","Ciprofloxacin","","""564ebfed56""","UploadData","","""3c0fb62e1a""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N07CA02 - cinnarizine""","ATC N07CA02","cinnarizine","UploadData","UploadData","",0,0,0,0,"GEN0185","Cinnarizine","","""c3b8ad635c""","UploadData","","""1da77cd6c7""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R01AD13 - ciclesonide""","ATC R01AD13","ciclesonide","UploadData","UploadData","",0,0,0,0,"GEN0183","Ciclesonide","","""ff6f0e6ad4""","UploadData","","""f84dda30ff""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A10BB02 - chlorpropamide""","ATC A10BB02","chlorpropamide","UploadData","UploadData","",0,0,0,0,"GEN0176","ChlorproPAMIDE","","""c354794308""","UploadData","","""b5cf01b7e2""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N05AA01 - chlorpromazine""","ATC N05AA01","chlorpromazine","UploadData","UploadData","",0,0,0,0,"GEN0175","ChlorproMAZINE","","""ebd7deedb4""","UploadData","","""cbfaa7e043""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D08AE05 - chloroxylenol""","ATC D08AE05","chloroxylenol","UploadData","UploadData","",0,0,0,0,"GEN0173","Chloroxylenol","","""33ef98c4d3""","UploadData","","""8ee7b87c86""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC P01BA01 - chloroquine""","ATC P01BA01","chloroquine","UploadData","UploadData","",0,0,0,0,"GEN0172","Chloroquine","","""c6f29d1263""","UploadData","","""0f78906bbd""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A01AB03 - chlorhexidine""","ATC A01AB03","chlorhexidine","UploadData","UploadData","",0,0,0,0,"GEN0169","Chlorhexidine","","""eef44db618""","UploadData","","""bf7e4986f8""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D06AX02 - chloramphenicol""","ATC D06AX02","chloramphenicol","UploadData","UploadData","",0,0,0,0,"GEN0167","Chloramphenicol","","""b3869c225c""","UploadData","","""72d269751a""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N05CC01 - chloral hydrate""","ATC N05CC01","chloral hydrate","UploadData","UploadData","",0,0,0,0,"GEN0166","Chloral Hydrate","","""3678bce093""","UploadData","","""31b7bd4c51""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D08AJ04 - cetrimide""","ATC D08AJ04","cetrimide","UploadData","UploadData","",0,0,0,0,"GEN0161","Cetrimide","","""7ea1bf8cdb""","UploadData","","""57a134b64b""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R06AE07 - cetirizine""","ATC R06AE07","cetirizine","UploadData","UploadData","",0,0,0,0,"GEN0159","Cetirizine","","""fd9d107f12""","UploadData","","""53d186a60e""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01XX33 - celecoxib""","ATC L01XX33","celecoxib","UploadData","UploadData","",0,0,0,0,"GEN0157","Celecoxib","","""316ad26f98""","UploadData","","""852ed0eeed""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01DC02 - cefuroxime""","ATC J01DC02","cefuroxime","UploadData","UploadData","",0,0,0,0,"GEN0156","Cefuroxime","","""8a7e8c5d7d""","UploadData","","""23769f582d""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01DD04 - ceftriaxone""","ATC J01DD04","ceftriaxone","UploadData","UploadData","",0,0,0,0,"GEN0155","cefTRIAXone","","""0827979d56""","UploadData","","""cd7527e666""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01DD02 - ceftazidime""","ATC J01DD02","ceftazidime","UploadData","UploadData","",0,0,0,0,"GEN0154","CEFTAZIDIME","","""7d550a595a""","UploadData","","""4580e5b32c""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01DC10 - cefprozil""","ATC J01DC10","cefprozil","UploadData","UploadData","",0,0,0,0,"GEN0153","CEFPROZIL","","""6ed6bfc141""","UploadData","","""fc9059dcc3""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01DD01 - cefotaxime""","ATC J01DD01","cefotaxime","UploadData","UploadData","",0,0,0,0,"GEN0152","CEFOTAXIME","","""1a80d8dda6""","UploadData","","""fe8d9f1a9b""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01DD08 - cefixime""","ATC J01DD08","cefixime","UploadData","UploadData","",0,0,0,0,"GEN0151","CEFIXIME","","""62910aae47""","UploadData","","""baf298bd17""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01DE01 - cefepime""","ATC J01DE01","cefepime","UploadData","UploadData","",0,0,0,0,"GEN0150","CEFEPIME","","""9532840a82""","UploadData","","""6212fd8d99""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01DB04 - cefazolin""","ATC J01DB04","cefazolin","UploadData","UploadData","",0,0,0,0,"GEN0149","ceFAZolin","","""651e141a5a""","UploadData","","""5bcfac8709""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01DC04 - cefaclor""","ATC J01DC04","cefaclor","UploadData","UploadData","",0,0,0,0,"GEN0147","CEFACLOR","","""84aecf347a""","UploadData","","""e651186bcc""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C07AG02 - carvedilol""","ATC C07AG02","carvedilol","UploadData","UploadData","",0,0,0,0,"GEN0145","CARVEDILOL","","""85253b5c2d""","UploadData","","""7fc161be2e""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01XA02 - carboplatin""","ATC L01XA02","carboplatin","UploadData","UploadData","",0,0,0,0,"GEN0144","CARBOplatin","","""0d0bac828b""","UploadData","","""76b7c22ea6""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC H03BB01 - carbimazole""","ATC H03BB01","carbimazole","UploadData","UploadData","",0,0,0,0,"GEN0143","Carbimazole","","""d77ed4ed2a""","UploadData","","""029dc233fa""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R05CB03 - carbocisteine""","ATC R05CB03","carbocisteine","UploadData","UploadData","",0,0,0,0,"GEN0141","CARBOCISTEINE","","""672428be73""","UploadData","","""85fb08f62b""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N03AF01 - carbamazepine""","ATC N03AF01","carbamazepine","UploadData","UploadData","",0,0,0,0,"GEN0140","CARBAMAZEPINE","","""53fb03aacb""","UploadData","","""f41199a382""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C09AA01 - captopril""","ATC C09AA01","captopril","UploadData","UploadData","",0,0,0,0,"GEN0139","CAPTOPRIL","","""3f916405e9""","UploadData","","""d6ec121487""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C09CA06 - candesartan""","ATC C09CA06","candesartan","UploadData","UploadData","",0,0,0,0,"GEN0137","Candesartan","","""91fa32feb1""","UploadData","","""b32d2832e0""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A12AA03 - calcium gluconate""","ATC A12AA03","calcium gluconate","UploadData","UploadData","",0,0,0,0,"GEN0130","Calcium Gluconate","","""c6dd288fb3""","UploadData","","""9c994febbb""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C05BX01 - calcium dobesilate""","ATC C05BX01","calcium dobesilate","UploadData","UploadData","",0,0,0,0,"GEN0129","Calcium dobesilate","","""e7bf0a3b56""","UploadData","","""9b2487b79b""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A02AC01 - calcium carbonate""","ATC A02AC01","calcium carbonate","UploadData","UploadData","",0,0,0,0,"GEN0128","Calcium Carbonate","","""a3b87212c9""","UploadData","","""c7dd41c5d3""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A11CC04 - calcitriol""","ATC A11CC04","calcitriol","UploadData","UploadData","",0,0,0,0,"GEN0126","Calcitriol","","""7c940ae76c""","UploadData","","""a3977d91b1""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N01BB01 - bupivacaine""","ATC N01BB01","bupivacaine","UploadData","UploadData","",0,0,0,0,"GEN0123","Bupivacaine","","""9eb838feae""","UploadData","","""6367782ded""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A07EA06 - budesonide""","ATC A07EA06","budesonide","UploadData","UploadData","",0,0,0,0,"GEN0121","BUDESONIDE","","""b8961ae7a0""","UploadData","","""faad9e0e29""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G02CB01 - bromocriptine""","ATC G02CB01","bromocriptine","UploadData","UploadData","",0,0,0,0,"GEN0120","Bromocriptine","","""bd712cdbb5""","UploadData","","""a283fa6bfe""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R05CB02 - bromhexine""","ATC R05CB02","bromhexine","UploadData","UploadData","",0,0,0,0,"GEN0118","Bromhexine","","""dbe2a2f994""","UploadData","","""24a42df4f7""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N05BA08 - bromazepam""","ATC N05BA08","bromazepam","UploadData","UploadData","",0,0,0,0,"GEN0117","Bromazepam","","""39979573b5""","UploadData","","""695f4eadf2""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC S01EC04 - brinzolamide""","ATC S01EC04","brinzolamide","UploadData","UploadData","",0,0,0,0,"GEN0116","Brinzolamide","","""4fdf6294d8""","UploadData","","""f27b0c26fd""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC S02AA03 - boric acid""","ATC S02AA03","boric acid","UploadData","UploadData","",0,0,0,0,"GEN0113","Boric Acid","","""ebf5826b64""","UploadData","","""540288a68a""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01DC01 - bleomycin""","ATC L01DC01","bleomycin","UploadData","UploadData","",0,0,0,0,"GEN0112","Bleomycin","","""22e49f00de""","UploadData","","""abaa8b0267""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C07AB07 - bisoprolol""","ATC C07AB07","bisoprolol","UploadData","UploadData","",0,0,0,0,"GEN0110","Bisoprolol","","""ac95faa501""","UploadData","","""47ebc3e75c""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A06AB02 - bisacodyl""","ATC A06AB02","bisacodyl","UploadData","UploadData","",0,0,0,0,"GEN0108","Bisacodyl","","""67406848af""","UploadData","","""6a96d73ef4""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D01AC10 - bifonazole""","ATC D01AC10","bifonazole","UploadData","UploadData","",0,0,0,0,"GEN0107","Bifonazole","","""5d77d87a85""","UploadData","","""b8d3910fca""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L02BB03 - bicalutamide""","ATC L02BB03","bicalutamide","UploadData","UploadData","",0,0,0,0,"GEN0106","Bicalutamide","","""cd51ca00c7""","UploadData","","""8602e668df""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C07AB05 - betaxolol""","ATC C07AB05","betaxolol","UploadData","UploadData","",0,0,0,0,"GEN0104","Betaxolol","","""e7936830be""","UploadData","","""1a19dc8654""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A07EA04 - betamethasone""","ATC A07EA04","betamethasone","UploadData","UploadData","",0,0,0,0,"GEN0095","Betamethasone","","""8d6050c535""","UploadData","","""89190d6686""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N07CA01 - betahistine""","ATC N07CA01","betahistine","UploadData","UploadData","",0,0,0,0,"GEN0094","Betahistine","","""a5790eabeb""","UploadData","","""fc52bc5447""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC P03AX01 - benzyl benzoate""","ATC P03AX01","benzyl benzoate","UploadData","UploadData","",0,0,0,0,"GEN0092","Benzyl Benzoate","","""cb6b7c581b""","UploadData","","""e00a859ffe""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D10AE01 - benzoyl peroxide""","ATC D10AE01","benzoyl peroxide","UploadData","UploadData","",0,0,0,0,"GEN0089","Benzoyl peroxide","","""5dde2334c1""","UploadData","","""175d32ea9b""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C03AA01 - bendroflumethiazide""","ATC C03AA01","bendroflumethiazide","UploadData","UploadData","",0,0,0,0,"GEN0083","Bendroflumethiazide","","""ec4b9e4abc""","UploadData","","""0b3f38a659""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
